Age,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,TotalChildren,NumberChildrenAtHome,Education,Occupation,YearlyIncome
40,F,S,1,2,0,0,Bachelors,Professional,132151
51,F,M,1,1,2,0,Partial High School,Skilled Manual,53967
59,F,M,1,2,2,0,Bachelors,Management,112557
27,F,S,0,0,0,0,Partial College,Skilled Manual,59318
41,M,S,0,1,0,0,Partial College,Clerical,85758
35,M,M,1,3,1,0,Graduate Degree,Professional,129836
36,F,M,1,2,0,0,Graduate Degree,Professional,136560
39,F,M,1,1,1,1,Graduate Degree,Clerical,79382
44,M,M,1,1,2,1,Bachelors,Manual,35266
31,M,S,0,0,0,0,Partial High School,Manual,26175
57,M,M,1,1,2,1,Partial College,Manual,29652
36,M,S,1,3,0,0,Graduate Degree,Professional,135755
48,M,M,1,0,2,2,High School,Skilled Manual,59622
56,M,M,1,2,2,0,Partial College,Management,104679
45,F,S,0,1,0,0,Bachelors,Skilled Manual,61004
68,F,S,1,1,1,0,Partial College,Skilled Manual,54600
54,F,S,1,0,0,0,Partial High School,Manual,27362
35,F,S,0,1,0,0,High School,Skilled Manual,59425
65,M,M,1,1,2,0,High School,Skilled Manual,58494
52,F,M,1,1,2,0,Partial College,Clerical,81831
52,M,M,1,1,2,2,High School,Clerical,85826
29,F,M,0,0,0,0,High School,Skilled Manual,60555
31,M,S,0,0,0,0,Partial High School,Skilled Manual,57695
46,M,S,0,1,0,0,Partial College,Skilled Manual,51775
44,M,S,0,1,0,0,Bachelors,Manual,31350
60,M,M,1,1,2,2,Bachelors,Manual,36029
51,F,S,1,1,0,0,Partial College,Skilled Manual,54206
40,M,M,1,2,2,1,Bachelors,Clerical,82893
34,M,S,0,0,0,0,Partial College,Clerical,80367
34,F,M,0,0,1,1,Partial High School,Manual,36282
44,F,M,1,0,2,0,Bachelors,Skilled Manual,51271
72,F,M,1,3,2,1,Bachelors,Management,111535
47,F,M,1,1,2,1,Bachelors,Skilled Manual,54635
26,M,S,0,0,0,0,Partial College,Manual,27876
48,F,S,0,0,0,0,High School,Manual,32901
68,F,S,1,2,1,1,Graduate Degree,Professional,137284
61,M,M,1,2,2,0,High School,Skilled Manual,61163
56,F,S,1,1,0,0,High School,Skilled Manual,60655
33,M,M,1,1,1,1,Bachelors,Clerical,79107
35,M,S,0,3,0,0,Partial College,Management,103019
49,F,M,1,1,1,0,High School,Skilled Manual,58014
39,F,S,0,2,0,0,Bachelors,Skilled Manual,59441
43,M,M,1,2,0,0,Graduate Degree,Management,105769
49,F,M,1,2,2,1,Partial College,Skilled Manual,50925
66,F,S,1,2,1,0,Bachelors,Professional,131578
54,F,M,1,1,2,1,Partial College,Manual,28990
58,F,S,1,2,1,1,Bachelors,Management,107877
36,F,M,1,1,2,0,Graduate Degree,Management,105403
31,F,S,0,2,0,0,High School,Skilled Manual,54479
36,F,M,1,1,1,0,Graduate Degree,Clerical,77158
47,F,M,1,1,2,1,Bachelors,Skilled Manual,57637
36,F,S,0,1,0,0,Bachelors,Clerical,79439
46,M,S,1,3,0,0,Bachelors,Clerical,83126
36,M,S,1,1,0,0,Graduate Degree,Professional,138246
46,M,S,1,1,0,0,Bachelors,Clerical,78238
30,M,S,0,0,0,0,High School,Skilled Manual,61403
38,M,M,1,1,2,1,Bachelors,Skilled Manual,55693
51,F,M,1,0,2,2,Partial High School,Manual,31151
37,F,M,0,1,2,2,Partial College,Skilled Manual,53987
29,F,S,0,2,0,0,Partial College,Skilled Manual,53285
40,F,S,0,1,0,0,High School,Skilled Manual,61226
66,F,M,1,3,2,1,Bachelors,Management,104782
46,M,M,1,2,1,1,Bachelors,Skilled Manual,55145
46,F,M,1,0,2,0,Partial College,Manual,31523
62,M,M,1,2,2,0,Bachelors,Professional,131918
51,F,S,0,0,0,0,Partial High School,Manual,28866
37,M,M,1,1,2,0,Bachelors,Clerical,83507
29,F,M,0,1,0,0,Partial College,Manual,29532
28,M,M,0,1,0,0,High School,Clerical,86576
47,M,S,0,1,0,0,Graduate Degree,Manual,28298
49,F,M,1,0,2,2,Partial College,Manual,25766
27,M,S,0,0,0,0,High School,Manual,33581
49,F,M,1,1,2,0,High School,Manual,29825
45,M,S,1,3,0,0,High School,Clerical,80510
65,F,M,1,2,2,1,Partial College,Skilled Manual,57805
47,F,M,1,0,2,1,Bachelors,Skilled Manual,51562
45,F,S,1,3,0,0,Partial College,Clerical,76743
36,F,M,1,2,2,1,Graduate Degree,Clerical,76792
44,M,M,1,1,2,1,Graduate Degree,Manual,35468
43,F,M,1,2,2,0,Graduate Degree,Professional,131495
26,M,S,0,2,0,0,Partial College,Management,102757
45,M,M,1,3,2,2,High School,Clerical,81728
40,F,S,0,0,0,0,Bachelors,Skilled Manual,59009
35,F,M,1,2,0,0,Graduate Degree,Professional,133866
41,F,S,0,0,0,0,Partial College,Skilled Manual,51832
52,M,M,1,2,2,2,Graduate Degree,Management,113344
34,M,S,1,1,0,0,Graduate Degree,Professional,137065
33,F,S,0,1,0,0,Partial High School,Manual,29912
38,M,M,1,1,2,0,Bachelors,Skilled Manual,52678
52,M,M,1,2,1,1,Bachelors,Skilled Manual,61017
25,F,M,0,2,0,0,Bachelors,Skilled Manual,56374
46,M,M,1,0,2,0,Bachelors,Manual,34851
38,M,S,0,0,0,0,Graduate Degree,Clerical,86368
28,M,M,0,2,0,0,Partial College,Clerical,78686
26,M,S,0,0,0,0,Partial College,Skilled Manual,57022
46,F,S,0,0,0,0,Bachelors,Skilled Manual,51560
33,F,S,0,0,0,0,Partial High School,Manual,27757
56,F,S,1,2,0,0,Partial College,Skilled Manual,52773
42,F,S,0,0,0,0,Bachelors,Skilled Manual,51998
46,F,S,1,2,0,0,Graduate Degree,Professional,128043
37,F,S,1,2,0,0,Graduate Degree,Professional,129188
63,F,M,1,0,2,1,Bachelors,Management,106425
34,M,S,0,2,0,0,Partial High School,Skilled Manual,55496
53,F,M,1,0,2,0,Partial High School,Skilled Manual,56711
31,M,S,0,2,0,0,Partial High School,Skilled Manual,59240
37,F,S,0,0,0,0,Bachelors,Manual,35247
46,M,S,0,1,0,0,Bachelors,Skilled Manual,55159
57,F,S,1,1,0,0,Partial College,Manual,35834
38,M,M,1,1,1,0,Bachelors,Skilled Manual,57425
68,M,S,1,2,1,0,Graduate Degree,Professional,137014
48,M,M,1,2,2,0,Partial College,Clerical,77918
61,M,M,1,1,2,2,Bachelors,Skilled Manual,56918
30,F,S,0,2,0,0,Partial College,Clerical,82389
37,M,M,1,1,2,1,Bachelors,Clerical,87287
47,M,M,1,1,2,2,Bachelors,Clerical,81253
34,F,S,0,0,0,0,Partial High School,Skilled Manual,57993
38,F,S,0,1,0,0,Bachelors,Skilled Manual,55763
61,M,M,1,1,2,0,Partial High School,Manual,31579
34,F,S,0,1,0,0,High School,Skilled Manual,53795
57,M,M,1,2,2,0,Bachelors,Professional,127886
43,F,M,1,1,2,1,Partial College,Clerical,84024
58,F,M,1,3,2,1,Partial College,Clerical,77832
62,M,S,1,2,1,1,Graduate Degree,Professional,133962
40,M,S,1,3,0,0,Bachelors,Management,107107
31,M,S,0,2,0,0,Partial College,Clerical,86073
59,F,S,1,0,1,1,Partial College,Clerical,87404
27,M,M,0,1,0,0,Partial College,Clerical,83625
65,M,S,1,3,1,0,Graduate Degree,Management,108790
56,F,M,1,2,2,1,High School,Skilled Manual,55220
41,F,M,1,0,2,0,Bachelors,Skilled Manual,61394
54,M,M,1,1,2,1,Partial College,Clerical,85713
27,M,S,0,2,0,0,Partial College,Clerical,79836
37,M,M,1,2,2,1,Bachelors,Professional,136436
27,M,S,0,2,0,0,Partial College,Skilled Manual,58865
31,M,S,0,2,0,0,Partial College,Skilled Manual,51516
51,F,M,1,0,2,1,High School,Skilled Manual,53751
30,F,S,0,0,0,0,Partial College,Manual,32683
58,M,S,1,1,1,1,Bachelors,Management,112675
47,M,M,1,1,1,0,Graduate Degree,Professional,131561
48,F,M,1,0,2,1,Partial College,Management,103012
35,F,M,0,1,2,2,Bachelors,Manual,33983
40,F,S,0,0,0,0,Bachelors,Skilled Manual,56603
33,M,M,0,0,2,1,Partial High School,Manual,28876
56,M,M,1,2,2,1,Bachelors,Skilled Manual,53259
40,M,S,0,1,0,0,High School,Manual,26003
59,M,M,1,1,2,1,Bachelors,Skilled Manual,55095
31,F,S,0,1,0,0,Partial High School,Skilled Manual,54335
26,M,M,0,0,0,0,Partial College,Skilled Manual,61858
33,M,S,0,0,0,0,High School,Skilled Manual,54471
57,F,M,1,1,2,1,High School,Manual,27965
34,F,M,1,2,2,1,Bachelors,Professional,130101
61,M,M,1,2,2,1,High School,Skilled Manual,54532
59,F,M,1,2,2,0,Bachelors,Professional,137722
37,F,M,1,2,2,1,Partial College,Clerical,86938
34,M,M,0,0,1,1,High School,Skilled Manual,55489
61,M,M,1,1,2,1,Bachelors,Clerical,85600
33,F,M,0,2,1,1,High School,Skilled Manual,58991
64,F,M,1,2,2,0,Bachelors,Professional,132104
55,M,M,1,3,2,1,Partial College,Clerical,82286
41,M,M,1,2,2,0,Bachelors,Clerical,81644
45,F,M,1,1,1,1,Partial College,Skilled Manual,61918
41,F,M,1,3,0,0,Bachelors,Management,102426
38,M,M,1,1,2,0,Partial College,Clerical,87831
37,F,M,1,1,2,1,Bachelors,Clerical,77415
42,M,S,1,2,0,0,Bachelors,Management,104332
30,M,M,0,0,0,0,Partial College,Skilled Manual,61742
49,M,S,1,2,0,0,Partial College,Clerical,80235
45,M,M,1,2,0,0,Bachelors,Management,106925
47,F,M,1,2,2,0,Graduate Degree,Professional,127291
53,F,S,1,1,0,0,Partial High School,Manual,33683
47,F,S,1,0,0,0,Graduate Degree,Professional,137476
40,F,M,1,2,0,0,Bachelors,Professional,128112
52,F,S,1,1,0,0,High School,Skilled Manual,51922
48,F,M,1,1,2,2,Partial College,Clerical,79215
28,M,M,0,2,0,0,Partial College,Clerical,86546
62,F,M,1,1,2,1,Graduate Degree,Skilled Manual,56643
46,F,M,1,0,2,2,Bachelors,Manual,30679
49,F,S,1,1,0,0,Partial College,Skilled Manual,53393
33,F,S,0,0,0,0,Graduate Degree,Manual,35022
40,M,M,1,2,2,1,Partial College,Skilled Manual,61543
42,M,M,1,2,2,1,Bachelors,Clerical,85709
45,M,M,1,3,2,1,Partial College,Management,110014
28,M,M,0,0,0,0,High School,Manual,35483
44,F,S,0,1,0,0,Partial College,Skilled Manual,52540
37,F,S,0,3,0,0,Bachelors,Clerical,79814
36,F,M,1,2,0,0,Graduate Degree,Professional,128152
48,M,M,1,2,1,1,High School,Skilled Manual,51493
45,F,M,1,1,2,1,Partial College,Manual,26112
37,F,M,0,1,1,1,Bachelors,Manual,34771
32,F,S,0,0,0,0,Graduate Degree,Management,110177
58,M,M,1,2,2,1,Partial College,Skilled Manual,51476
34,M,M,0,1,2,1,Partial High School,Manual,28026
59,F,S,1,2,1,0,Bachelors,Skilled Manual,52213
47,F,S,1,1,0,0,Graduate Degree,Clerical,79735
47,F,M,1,2,2,1,Partial College,Management,108155
31,M,S,0,1,0,0,High School,Skilled Manual,51192
30,M,M,0,1,0,0,Bachelors,Manual,31224
44,M,S,0,0,0,0,High School,Skilled Manual,51315
51,M,M,1,3,1,0,Partial College,Clerical,82191
43,F,S,1,0,0,0,Graduate Degree,Professional,135452
53,F,M,1,1,2,0,High School,Skilled Manual,53304
40,M,S,1,2,0,0,Bachelors,Professional,133984
25,F,S,0,0,0,0,High School,Skilled Manual,52902
41,M,M,1,0,1,1,Bachelors,Skilled Manual,54768
58,F,M,1,0,2,0,Bachelors,Management,106786
41,M,M,1,3,0,0,Bachelors,Management,102974
37,M,M,1,3,1,1,Partial College,Clerical,81033
42,M,S,0,1,0,0,Bachelors,Skilled Manual,52166
44,M,M,1,2,0,0,Graduate Degree,Management,106332
44,F,M,1,1,1,0,Partial College,Manual,31833
48,M,M,1,1,2,1,High School,Skilled Manual,55421
35,M,M,0,1,1,0,Graduate Degree,Skilled Manual,53657
25,F,M,0,0,0,0,Partial College,Management,108185
45,F,S,1,1,0,0,Partial College,Management,111348
32,M,M,0,2,0,0,Partial College,Skilled Manual,55375
30,M,S,0,1,0,0,Bachelors,Management,103480
59,M,M,1,3,2,0,Bachelors,Management,107348
36,F,M,1,1,2,0,Graduate Degree,Professional,131433
40,F,S,0,2,0,0,Bachelors,Clerical,87293
30,M,S,0,1,0,0,Partial College,Clerical,83608
48,M,M,1,1,1,1,Partial College,Clerical,83008
59,M,M,1,2,2,0,Bachelors,Management,103098
59,M,S,1,2,1,1,Bachelors,Management,111919
34,F,M,0,0,1,0,Partial High School,Manual,30323
25,F,S,0,1,0,0,Partial High School,Manual,27953
58,M,M,1,3,2,2,High School,Clerical,77059
35,M,M,1,1,2,0,Bachelors,Clerical,84025
36,M,M,1,1,1,0,Bachelors,Clerical,87115
30,M,S,0,0,0,0,Bachelors,Skilled Manual,55991
43,M,M,1,2,2,0,Partial College,Management,103377
56,M,S,1,1,0,0,Partial College,Skilled Manual,56746
49,M,M,1,0,2,1,High School,Skilled Manual,60621
31,M,S,0,1,0,0,Partial College,Clerical,83154
41,M,M,1,2,0,0,Bachelors,Management,108565
34,M,M,1,2,0,0,Graduate Degree,Management,108579
35,M,M,1,2,1,0,Bachelors,Clerical,82263
41,M,S,0,1,0,0,Graduate Degree,Manual,28509
55,F,M,1,0,2,1,Bachelors,Skilled Manual,56214
28,M,S,0,1,0,0,Partial High School,Manual,32176
36,F,S,1,0,0,0,Bachelors,Professional,135640
36,F,S,0,1,0,0,Graduate Degree,Skilled Manual,58368
41,M,M,0,1,1,1,Bachelors,Manual,35299
26,F,S,0,2,0,0,High School,Clerical,78953
38,M,S,1,2,0,0,Bachelors,Management,104280
44,M,S,1,1,0,0,High School,Clerical,87624
35,F,M,1,1,2,0,Bachelors,Management,107898
48,M,S,0,1,0,0,High School,Manual,32735
48,F,S,1,1,0,0,Bachelors,Skilled Manual,53837
51,F,M,1,1,2,0,High School,Clerical,78200
41,M,S,1,1,0,0,Bachelors,Management,102585
43,M,S,1,2,0,0,Graduate Degree,Clerical,77256
44,F,M,1,3,2,1,Graduate Degree,Clerical,79353
31,M,S,0,1,0,0,Partial College,Clerical,77317
48,F,S,0,0,0,0,Partial College,Manual,29796
65,F,S,1,2,1,0,Graduate Degree,Professional,132479
35,M,M,1,2,2,1,Bachelors,Clerical,82330
60,M,M,1,2,2,0,Graduate Degree,Clerical,79442
41,M,S,0,0,0,0,Partial High School,Manual,33736
60,F,S,1,0,1,1,Partial High School,Skilled Manual,54358
47,F,M,1,2,2,1,Bachelors,Clerical,85825
53,F,S,1,2,0,0,High School,Skilled Manual,58166
68,F,M,1,2,2,0,Bachelors,Management,112449
50,F,M,1,1,2,2,Partial College,Skilled Manual,57227
63,F,M,1,2,2,1,Bachelors,Skilled Manual,61693
41,F,S,0,1,0,0,Bachelors,Manual,34619
39,F,M,0,1,1,0,Graduate Degree,Manual,34147
52,M,M,1,1,2,1,Partial College,Skilled Manual,58622
31,F,M,0,1,0,0,Partial College,Skilled Manual,61325
27,F,M,0,1,0,0,Partial College,Management,111218
49,M,S,0,0,0,0,Partial College,Manual,25911
39,M,M,1,2,0,0,Graduate Degree,Professional,134871
46,M,M,1,0,2,1,Graduate Degree,Professional,136551
31,M,M,0,0,0,0,High School,Manual,33842
56,F,M,1,2,2,0,Partial High School,Skilled Manual,52337
50,M,S,1,3,0,0,Partial College,Clerical,83611
35,F,S,0,3,0,0,Bachelors,Clerical,82045
32,F,S,0,1,0,0,High School,Skilled Manual,56375
36,M,S,0,0,0,0,Graduate Degree,Clerical,79094
33,M,M,0,1,1,1,Partial High School,Manual,29831
44,M,M,1,1,1,1,Graduate Degree,Manual,30092
35,F,M,1,2,0,0,Bachelors,Management,109025
40,M,M,0,0,1,1,High School,Manual,34301
40,F,S,0,1,0,0,Bachelors,Skilled Manual,52057
45,M,M,1,1,2,1,Partial College,Skilled Manual,53789
41,F,M,1,3,2,1,Bachelors,Clerical,82457
59,M,M,1,1,2,2,Partial College,Skilled Manual,59121
52,F,S,1,1,0,0,Bachelors,Skilled Manual,52828
33,F,M,1,0,1,1,Graduate Degree,Management,106631
58,M,M,1,1,2,0,Bachelors,Management,108987
53,M,M,1,0,2,1,High School,Manual,25981
26,F,S,0,0,0,0,Partial College,Skilled Manual,52355
48,M,M,1,1,2,1,Partial College,Skilled Manual,54003
28,F,S,0,0,0,0,Partial High School,Manual,28270
30,M,S,0,1,0,0,Partial College,Management,107065
26,M,M,0,1,0,0,Bachelors,Clerical,86672
36,F,M,1,1,2,1,Bachelors,Professional,132888
58,F,S,1,0,1,1,Partial High School,Manual,29134
38,M,M,0,1,1,1,Bachelors,Manual,35767
32,M,S,0,2,0,0,Bachelors,Professional,130355
29,F,S,0,2,0,0,Partial College,Skilled Manual,56110
40,F,S,0,0,0,0,Bachelors,Manual,29380
43,M,M,1,1,1,1,Graduate Degree,Manual,29373
60,M,M,1,0,2,1,Bachelors,Skilled Manual,53001
29,F,S,0,1,0,0,Partial High School,Skilled Manual,51777
43,F,S,1,1,0,0,Graduate Degree,Clerical,80714
42,M,M,1,2,1,1,Partial College,Clerical,77337
58,F,S,1,1,1,0,High School,Skilled Manual,53959
34,F,S,0,2,0,0,Partial High School,Skilled Manual,59930
56,F,M,1,2,2,1,High School,Skilled Manual,51937
37,M,S,0,1,0,0,Bachelors,Skilled Manual,59294
69,F,M,1,1,2,1,Graduate Degree,Skilled Manual,58657
29,M,S,0,0,0,0,Partial College,Manual,27250
41,F,M,1,1,1,0,Bachelors,Clerical,80299
38,F,S,0,2,0,0,Bachelors,Skilled Manual,55465
38,F,S,0,2,0,0,Partial College,Skilled Manual,51001
47,M,M,1,1,2,0,Graduate Degree,Skilled Manual,57756
37,F,M,0,0,2,0,Partial College,Skilled Manual,52727
49,M,S,1,1,0,0,Partial College,Skilled Manual,61364
34,F,M,0,0,1,0,Graduate Degree,Skilled Manual,53931
37,M,S,0,0,0,0,Bachelors,Skilled Manual,55876
39,M,S,0,2,0,0,Bachelors,Clerical,80527
43,M,M,1,1,2,1,Bachelors,Management,110377
70,M,M,1,1,2,1,Graduate Degree,Skilled Manual,60008
65,F,M,1,1,2,1,Bachelors,Clerical,84990
45,M,M,1,1,1,1,Partial College,Manual,32785
61,M,M,1,2,2,2,High School,Clerical,80126
61,F,S,1,2,1,0,Graduate Degree,Professional,137737
28,M,S,0,0,0,0,High School,Manual,32181
55,F,M,1,1,2,1,Partial College,Clerical,82516
29,F,S,0,0,0,0,High School,Skilled Manual,58865
45,F,M,1,1,2,0,Partial College,Skilled Manual,52180
50,F,S,1,2,0,0,High School,Clerical,78428
36,M,M,0,1,2,0,Graduate Degree,Skilled Manual,57464
31,M,M,1,2,0,0,Graduate Degree,Professional,134699
39,F,S,0,2,0,0,High School,Clerical,83529
65,M,S,1,1,1,0,Bachelors,Clerical,80504
47,F,M,1,0,2,1,Bachelors,Management,109502
40,F,S,0,0,0,0,Partial College,Skilled Manual,53430
35,M,S,0,1,0,0,Partial College,Manual,35886
32,F,S,0,0,0,0,Partial High School,Skilled Manual,56962
30,F,S,0,0,0,0,Partial College,Skilled Manual,55539
40,F,M,1,3,2,1,Bachelors,Management,104496
36,F,M,0,1,1,1,Graduate Degree,Skilled Manual,61215
34,F,M,1,1,1,0,Graduate Degree,Professional,132175
45,F,S,0,1,0,0,Bachelors,Skilled Manual,62021
32,M,M,1,0,0,0,Graduate Degree,Management,109981
55,F,S,1,1,0,0,High School,Skilled Manual,52118
54,F,S,1,1,0,0,High School,Skilled Manual,52318
35,F,M,1,2,0,0,Graduate Degree,Professional,128445
27,F,S,0,0,0,0,Partial College,Manual,31287
44,F,M,1,1,1,0,Bachelors,Management,109121
28,F,S,0,1,0,0,Partial College,Manual,35475
63,F,M,1,1,3,2,Bachelors,Clerical,82194
39,M,M,1,2,2,1,Bachelors,Skilled Manual,58846
41,M,M,1,1,1,0,Bachelors,Management,105896
34,M,M,0,1,2,1,Graduate Degree,Manual,30068
28,F,S,0,2,0,0,High School,Clerical,83160
25,M,S,0,0,0,0,High School,Skilled Manual,60670
51,M,S,0,0,0,0,Partial High School,Manual,33289
36,F,M,1,2,1,1,Graduate Degree,Clerical,77990
69,M,M,1,3,3,0,Graduate Degree,Clerical,81976
35,M,M,0,1,1,0,Bachelors,Manual,36083
32,F,S,0,0,0,0,Partial College,Clerical,84931
36,F,M,1,1,1,1,Graduate Degree,Management,110813
45,F,S,0,1,0,0,Partial College,Manual,31763
50,M,S,1,1,0,0,High School,Skilled Manual,62201
33,F,S,0,0,0,0,Graduate Degree,Clerical,76679
50,M,M,1,2,2,1,Bachelors,Clerical,83855
39,F,M,1,3,0,0,Bachelors,Management,109113
28,F,S,0,2,0,0,Partial College,Skilled Manual,58898
49,F,S,0,1,0,0,High School,Manual,30892
40,M,S,0,2,0,0,Partial College,Clerical,79044
62,M,M,1,1,2,1,Graduate Degree,Clerical,77843
55,M,M,1,0,2,1,Partial College,Clerical,84801
37,M,M,0,2,2,0,Bachelors,Skilled Manual,57494
63,F,M,1,0,2,2,Partial College,Manual,26506
48,F,S,1,1,0,0,High School,Skilled Manual,57553
50,F,S,0,0,0,0,High School,Manual,32532
41,F,S,1,1,0,0,Graduate Degree,Management,106704
34,M,S,0,1,0,0,High School,Skilled Manual,55736
41,M,S,1,1,0,0,Bachelors,Management,110688
43,F,S,0,2,0,0,Bachelors,Skilled Manual,54134
30,M,S,0,0,0,0,High School,Clerical,82666
44,M,M,1,2,2,2,High School,Skilled Manual,55550
37,M,S,0,2,0,0,Graduate Degree,Clerical,85764
30,F,S,0,0,0,0,Partial College,Skilled Manual,60376
57,M,M,1,1,2,0,Partial College,Clerical,82063
44,F,M,1,0,1,1,Partial College,Manual,25959
38,M,M,1,1,1,1,Bachelors,Skilled Manual,55880
38,M,S,0,2,0,0,Graduate Degree,Skilled Manual,52572
38,M,S,1,3,0,0,Bachelors,Management,106436
39,M,M,1,2,0,0,Bachelors,Management,103057
50,F,S,1,0,0,0,Partial College,Clerical,79657
27,F,S,0,0,0,0,Partial College,Manual,28533
40,F,M,1,1,1,1,Partial College,Skilled Manual,58662
61,F,S,1,2,1,1,Bachelors,Management,111789
43,M,M,1,1,1,1,Partial College,Clerical,81315
43,M,S,1,1,0,0,Bachelors,Management,108101
52,F,M,1,1,2,1,High School,Clerical,84957
51,F,M,1,1,1,1,Partial College,Clerical,77994
64,F,M,1,2,2,0,Bachelors,Skilled Manual,56885
48,F,S,1,2,0,0,Partial College,Clerical,76981
52,M,M,1,1,2,1,High School,Skilled Manual,62177
46,M,M,1,1,2,0,Bachelors,Professional,132403
52,M,S,1,3,0,0,Partial College,Clerical,86646
50,M,M,1,1,2,0,Partial College,Skilled Manual,53184
59,M,M,1,2,2,1,High School,Skilled Manual,55589
40,F,S,0,2,0,0,Partial College,Clerical,78595
41,M,S,1,3,0,0,Bachelors,Professional,133149
40,F,M,1,3,2,0,Bachelors,Management,105006
43,F,M,1,1,1,1,Partial College,Clerical,84028
47,M,M,1,2,2,0,Bachelors,Clerical,86795
41,F,S,0,0,0,0,Bachelors,Skilled Manual,51979
45,M,M,1,1,1,0,Partial College,Clerical,83742
40,M,M,1,1,1,0,Bachelors,Clerical,81105
31,M,S,0,3,0,0,Bachelors,Clerical,80068
35,M,M,1,1,1,0,Graduate Degree,Professional,128731
41,F,S,0,0,0,0,Partial College,Skilled Manual,61542
44,M,S,1,1,0,0,Graduate Degree,Professional,134372
37,F,M,1,1,1,1,Bachelors,Clerical,76316
58,M,M,1,1,2,1,High School,Clerical,87810
42,F,S,0,1,0,0,Partial High School,Manual,36526
29,M,S,0,3,0,0,Partial College,Clerical,81421
38,F,M,1,1,1,1,High School,Clerical,87090
52,F,M,1,0,2,1,High School,Skilled Manual,54557
40,M,S,0,1,0,0,Bachelors,Manual,33422
52,M,M,1,2,2,0,Partial College,Clerical,87617
33,M,S,0,1,0,0,Partial High School,Skilled Manual,55086
29,F,M,1,3,0,0,Partial College,Management,112036
51,F,M,1,1,2,1,Partial College,Skilled Manual,57316
35,M,S,0,0,0,0,Bachelors,Management,109415
54,M,M,1,1,2,1,Partial College,Clerical,82034
27,M,S,0,1,0,0,Partial College,Skilled Manual,53814
39,F,M,1,2,2,1,Graduate Degree,Clerical,78501
38,M,M,1,1,1,0,Graduate Degree,Professional,134755
28,M,S,0,0,0,0,Partial College,Skilled Manual,55419
53,F,M,1,2,2,0,High School,Skilled Manual,51577
41,M,M,0,1,2,1,Bachelors,Manual,27189
38,M,S,0,0,0,0,Partial High School,Manual,33493
44,M,S,0,0,0,0,Partial College,Skilled Manual,52428
46,F,M,1,1,2,1,Partial College,Skilled Manual,56266
54,F,S,1,1,0,0,High School,Clerical,86162
47,F,M,1,2,0,0,Bachelors,Professional,128800
32,F,M,0,0,0,0,Bachelors,Skilled Manual,51052
37,M,S,0,2,0,0,Partial College,Skilled Manual,54543
58,M,M,1,1,2,0,Bachelors,Management,112221
40,F,S,1,2,0,0,Bachelors,Management,111265
32,F,M,0,0,0,0,Graduate Degree,Clerical,81705
49,F,S,1,2,0,0,High School,Clerical,87494
41,M,M,0,1,1,1,Bachelors,Manual,26085
33,M,M,0,1,1,1,High School,Manual,32668
33,M,S,0,0,0,0,Bachelors,Management,102781
73,F,M,1,2,3,0,Partial College,Clerical,79030
34,F,M,0,1,1,1,Graduate Degree,Manual,29755
39,M,S,0,1,0,0,Graduate Degree,Manual,29294
30,M,S,0,0,0,0,High School,Manual,32816
41,M,S,0,1,0,0,Partial High School,Skilled Manual,56159
48,F,M,1,1,2,1,Partial College,Skilled Manual,62084
35,F,M,0,2,2,1,Bachelors,Skilled Manual,57873
53,M,M,1,2,2,0,Partial College,Clerical,84053
44,F,M,1,1,2,1,Partial College,Clerical,77970
46,F,S,0,1,0,0,High School,Skilled Manual,56960
25,F,S,0,0,0,0,Partial College,Skilled Manual,52721
37,F,M,1,2,1,0,Bachelors,Clerical,84412
48,M,S,1,1,0,0,High School,Skilled Manual,51685
45,M,M,1,2,0,0,Graduate Degree,Professional,136951
44,F,M,1,1,2,0,Partial College,Skilled Manual,61472
34,M,S,0,1,0,0,High School,Manual,31005
46,F,M,1,1,2,0,Graduate Degree,Skilled Manual,52626
40,F,M,1,3,2,1,Bachelors,Management,111635
36,F,M,1,3,1,1,Bachelors,Management,106067
48,F,S,1,1,0,0,High School,Skilled Manual,58387
34,M,M,1,1,1,1,Partial College,Clerical,86187
